file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,reset/0,false,108,2,6,2,4,3,6,9,0,0,0,6,2,1,0,1,0,0,2,0,0,0,1,0,0,0,8,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,setTriggerRecognitionAfterInput/1[boolean],false,61,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,addNewTouchEvent/1[com.google.mlkit.samples.vision.digitalink.MotionEvent],false,137,2,2,1,1,5,11,25,2,4,1,11,1,2,0,0,0,0,0,0,6,0,2,0,0,0,61,1,0,true
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,resetCurrentInk/0,false,118,0,2,2,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,2,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,setContentChangedListener/1[com.google.mlkit.samples.vision.digitalink.StrokeManager.ContentChangedListener],false,169,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,commitResult/0,false,95,3,5,0,5,5,6,12,0,0,0,6,2,1,0,2,0,0,1,0,0,1,2,0,0,0,14,2,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,download/0,false,207,3,3,1,2,1,7,8,2,2,0,7,1,1,0,0,0,0,1,0,0,0,1,0,0,2,9,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,setDownloadedModelsChangedListener/1[com.google.mlkit.samples.vision.digitalink.StrokeManager.DownloadedModelsChangedListener],false,178,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,refreshDownloadedModelsStatus/0,false,250,1,2,1,1,2,3,8,0,1,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,1,10,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,recognize/0,false,221,4,5,2,3,5,12,21,5,1,0,12,1,1,0,1,0,0,3,0,2,0,2,0,0,1,28,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,deleteActiveModel/0,false,196,2,2,1,1,1,6,7,2,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,11,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,getCurrentInk/0,false,124,1,1,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,getStatus/0,false,186,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,setClearCurrentInkAfterRecognition/1[boolean],false,65,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,getContent/0,false,182,1,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,setActiveModel/1[java.lang.String],false,192,2,3,1,2,1,2,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,setStatusChangedListener/1[com.google.mlkit.samples.vision.digitalink.StrokeManager.StatusChangedListener],false,173,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,setStatus/1[java.lang.String],false,88,1,6,5,1,2,1,6,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,7,2,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.automl.demo.InferenceInfoGraphic,"InferenceInfoGraphic/3[com.google.mlkit.vision.automl.demo.GraphicOverlay,double,java.lang.Integer]",true,38,4,1,0,1,1,3,10,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,25,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.automl.demo.InferenceInfoGraphic,draw/1[com.google.mlkit.vision.automl.demo.Canvas],false,50,2,2,0,2,2,3,11,0,2,1,3,0,0,0,1,0,0,7,2,2,7,1,0,0,0,17,33,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.demo.InferenceInfoGraphic,InferenceInfoGraphic/1[com.google.mlkit.vision.demo.GraphicOverlay],true,57,1,1,1,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,14,1,0,true
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.demo.InferenceInfoGraphic,"InferenceInfoGraphic/4[com.google.mlkit.vision.demo.GraphicOverlay,long,long,java.lang.Integer]",true,43,4,1,0,1,1,4,12,0,0,4,4,0,0,0,0,0,0,0,3,5,0,0,0,0,0,27,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.demo.InferenceInfoGraphic,draw/1[com.google.mlkit.vision.demo.Canvas],false,63,2,2,0,2,3,3,15,1,2,1,3,0,0,0,1,0,0,9,3,2,10,1,0,0,0,22,33,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\translate\app\src\main\java\com\google\mlkit\samples\nl\translate\java\TranslateViewModel.java,com.google.mlkit.samples.nl.translate.java.TranslateViewModel$Language,Language/1[java.lang.String],true,255,0,2,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\translate\app\src\main\java\com\google\mlkit\samples\nl\translate\java\TranslateViewModel.java,com.google.mlkit.samples.nl.translate.java.TranslateViewModel$Language,equals/1[java.lang.Object],false,268,1,0,0,0,3,1,10,3,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,9,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\translate\app\src\main\java\com\google\mlkit\samples\nl\translate\java\TranslateViewModel.java,com.google.mlkit.samples.nl.translate.java.TranslateViewModel$Language,getDisplayName/0,false,259,0,2,2,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\translate\app\src\main\java\com\google\mlkit\samples\nl\translate\java\TranslateViewModel.java,com.google.mlkit.samples.nl.translate.java.TranslateViewModel$Language,hashCode/0,false,288,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\translate\app\src\main\java\com\google\mlkit\samples\nl\translate\java\TranslateViewModel.java,com.google.mlkit.samples.nl.translate.java.TranslateViewModel$Language,getCode/0,false,263,0,4,4,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\translate\app\src\main\java\com\google\mlkit\samples\nl\translate\java\TranslateViewModel.java,com.google.mlkit.samples.nl.translate.java.TranslateViewModel$Language,toString/0,false,283,2,1,0,1,1,1,3,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,6,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\translate\app\src\main\java\com\google\mlkit\samples\nl\translate\java\TranslateViewModel.java,com.google.mlkit.samples.nl.translate.java.TranslateViewModel$Language,compareTo/1[com.google.mlkit.samples.nl.translate.java.TranslateViewModel.Language],false,293,2,1,0,1,1,2,3,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\EMASmoothing.java,com.google.mlkit.vision.demo.java.posedetector.classification.EMASmoothing,"EMASmoothing/2[int,float]",true,46,1,0,0,0,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\EMASmoothing.java,com.google.mlkit.vision.demo.java.posedetector.classification.EMASmoothing,getSmoothedResult/1[com.google.mlkit.vision.demo.java.posedetector.classification.ClassificationResult],false,52,1,5,1,4,6,9,29,1,7,1,9,0,0,3,1,0,2,0,4,11,5,2,0,0,0,33,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\EMASmoothing.java,com.google.mlkit.vision.demo.java.posedetector.classification.EMASmoothing,EMASmoothing/0,true,42,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,createCamera/0,false,265,8,9,2,7,8,22,45,1,6,0,22,5,2,0,5,0,0,7,1,8,2,2,0,0,0,61,2,0,true
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,stop/0,false,204,1,3,2,1,6,10,30,0,0,0,10,0,0,0,2,2,0,2,0,2,1,3,0,0,0,43,33,0,true
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,cleanScreen/0,false,719,1,3,2,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,true
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,getCameraFacing/0,false,255,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,true
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,"setRotation/3[com.google.mlkit.vision.automl.demo.Camera,Camera.Parameters,int]",false,501,4,1,1,0,6,8,38,0,5,3,8,0,0,0,1,0,3,5,10,12,12,1,0,0,0,30,2,0,true
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,start/0,false,153,4,3,1,2,2,5,14,2,0,0,5,1,3,0,1,0,0,0,0,4,0,1,0,0,0,46,33,0,true
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,release/0,false,135,2,6,3,3,2,3,9,0,0,0,3,2,1,0,1,0,0,0,0,0,0,2,0,0,0,17,1,0,true
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,"CameraSource/2[com.google.mlkit.vision.automl.demo.Activity,com.google.mlkit.vision.automl.demo.GraphicOverlay]",true,123,3,3,1,2,1,1,6,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,setFacing/1[int],false,239,0,1,1,0,3,0,6,0,0,1,0,0,0,0,2,0,2,1,0,1,1,1,0,0,0,23,33,0,true
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,createPreviewBuffer/1[com.google.mlkit.vision.automl.demo.Size],false,550,3,1,1,0,3,8,12,1,5,1,8,0,0,0,1,0,1,2,2,5,3,1,0,0,0,45,2,0,true
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,start/1[com.google.mlkit.vision.automl.demo.SurfaceHolder],false,178,4,3,1,2,2,5,13,2,0,1,5,1,3,0,1,0,0,0,0,3,0,1,0,0,0,42,33,0,true
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,getPreviewSize/0,false,247,1,2,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,true
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,getIdForRequestedCamera/1[int],false,347,1,1,1,0,3,2,10,2,2,1,2,0,0,1,1,0,0,0,2,2,0,2,0,0,0,25,10,0,true
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,setMachineLearningFrameProcessor/1[com.google.mlkit.vision.automl.demo.VisionImageProcessor],false,581,2,3,1,2,2,2,9,0,0,1,2,1,1,0,1,0,0,0,0,1,0,2,0,0,0,13,0,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,generateValidPreviewSizeList/1[com.google.mlkit.vision.automl.demo.Camera],false,425,3,3,2,1,6,7,23,1,6,1,7,0,0,3,0,0,0,1,0,6,3,3,0,0,0,68,9,0,true
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,"selectSizePair/3[com.google.mlkit.vision.automl.demo.Camera,int,int]",false,371,4,3,2,1,3,4,14,1,5,3,4,1,1,1,0,0,0,0,0,7,3,2,0,0,0,57,9,0,true
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,"selectPreviewFpsRange/2[com.google.mlkit.vision.automl.demo.Camera,float]",false,469,3,1,1,0,3,3,16,1,7,2,3,0,0,1,0,0,1,1,1,9,4,2,0,0,0,30,10,0,true
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\facedetector\FaceDetectorProcessor.java,com.google.mlkit.vision.demo.java.facedetector.FaceDetectorProcessor,FaceDetectorProcessor/1[com.google.mlkit.vision.demo.java.facedetector.Context],true,43,3,4,3,1,1,3,6,0,1,1,3,0,0,0,0,0,0,1,0,2,1,0,0,0,0,8,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\facedetector\FaceDetectorProcessor.java,com.google.mlkit.vision.demo.java.facedetector.FaceDetectorProcessor,"onSuccess/2[java.util.List<com.google.mlkit.vision.demo.java.facedetector.Face>,com.google.mlkit.vision.demo.GraphicOverlay]",false,62,5,3,0,3,2,2,6,0,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,12,4,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\facedetector\FaceDetectorProcessor.java,com.google.mlkit.vision.demo.java.facedetector.FaceDetectorProcessor,logExtrasForTesting/1[com.google.mlkit.vision.demo.java.facedetector.Face],false,69,4,1,1,0,4,13,25,0,6,1,13,0,0,1,2,0,0,23,1,6,10,3,0,0,0,31,10,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\facedetector\FaceDetectorProcessor.java,com.google.mlkit.vision.demo.java.facedetector.FaceDetectorProcessor,onFailure/1[java.lang.Exception],false,133,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,4,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\facedetector\FaceDetectorProcessor.java,com.google.mlkit.vision.demo.java.facedetector.FaceDetectorProcessor,detectInImage/1[com.google.mlkit.vision.demo.java.facedetector.InputImage],false,57,3,0,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\facedetector\FaceDetectorProcessor.java,com.google.mlkit.vision.demo.java.facedetector.FaceDetectorProcessor,stop/0,false,51,0,0,0,0,1,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\langid\app\src\main\java\com\google\mlkit\samples\nl\languageid\java\MainActivityJava.java,com.google.mlkit.samples.nl.languageid.java.MainActivityJava,getInputText/0,false,91,0,0,0,0,2,5,8,2,1,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,2,0,false
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\langid\app\src\main\java\com\google\mlkit\samples\nl\languageid\java\MainActivityJava.java,com.google.mlkit.samples.nl.languageid.java.MainActivityJava,onCreate/1[com.google.mlkit.samples.nl.languageid.java.Bundle],false,44,2,0,0,0,3,14,28,2,5,1,14,0,0,0,0,0,0,0,0,6,0,2,0,0,3,28,4,0,false
