file,class,method,variable,usage
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\PoseClassifier.java,com.google.mlkit.vision.demo.java.posedetector.classification.PoseClassifier,classify/1[java.util.List<com.google.mlkit.vision.demo.java.posedetector.classification.PointF3D>],flippedEmbedding,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\PoseClassifier.java,com.google.mlkit.vision.demo.java.posedetector.classification.PoseClassifier,classify/1[java.util.List<com.google.mlkit.vision.demo.java.posedetector.classification.PointF3D>],originalSum,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\PoseClassifier.java,com.google.mlkit.vision.demo.java.posedetector.classification.PoseClassifier,classify/1[java.util.List<com.google.mlkit.vision.demo.java.posedetector.classification.PointF3D>],result,3
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\PoseClassifier.java,com.google.mlkit.vision.demo.java.posedetector.classification.PoseClassifier,classify/1[java.util.List<com.google.mlkit.vision.demo.java.posedetector.classification.PointF3D>],maxDistances,4
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\PoseClassifier.java,com.google.mlkit.vision.demo.java.posedetector.classification.PoseClassifier,classify/1[java.util.List<com.google.mlkit.vision.demo.java.posedetector.classification.PointF3D>],flippedMax,3
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\PoseClassifier.java,com.google.mlkit.vision.demo.java.posedetector.classification.PoseClassifier,classify/1[java.util.List<com.google.mlkit.vision.demo.java.posedetector.classification.PointF3D>],meanDistances,4
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\PoseClassifier.java,com.google.mlkit.vision.demo.java.posedetector.classification.PoseClassifier,classify/1[java.util.List<com.google.mlkit.vision.demo.java.posedetector.classification.PointF3D>],sampleDistances,3
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\PoseClassifier.java,com.google.mlkit.vision.demo.java.posedetector.classification.PoseClassifier,classify/1[java.util.List<com.google.mlkit.vision.demo.java.posedetector.classification.PointF3D>],embedding,5
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\PoseClassifier.java,com.google.mlkit.vision.demo.java.posedetector.classification.PoseClassifier,classify/1[java.util.List<com.google.mlkit.vision.demo.java.posedetector.classification.PointF3D>],flippedSum,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\PoseClassifier.java,com.google.mlkit.vision.demo.java.posedetector.classification.PoseClassifier,classify/1[java.util.List<com.google.mlkit.vision.demo.java.posedetector.classification.PointF3D>],meanDistance,1
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\PoseClassifier.java,com.google.mlkit.vision.demo.java.posedetector.classification.PoseClassifier,"PoseClassifier/4[java.util.List<com.google.mlkit.vision.demo.java.posedetector.classification.PoseSample>,int,int,com.google.mlkit.vision.demo.java.posedetector.classification.PointF3D]",poseSamples,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\PoseClassifier.java,com.google.mlkit.vision.demo.java.posedetector.classification.PoseClassifier,"PoseClassifier/4[java.util.List<com.google.mlkit.vision.demo.java.posedetector.classification.PoseSample>,int,int,com.google.mlkit.vision.demo.java.posedetector.classification.PointF3D]",meanDistanceTopK,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\PoseClassifier.java,com.google.mlkit.vision.demo.java.posedetector.classification.PoseClassifier,"PoseClassifier/4[java.util.List<com.google.mlkit.vision.demo.java.posedetector.classification.PoseSample>,int,int,com.google.mlkit.vision.demo.java.posedetector.classification.PointF3D]",maxDistanceTopK,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\PoseClassifier.java,com.google.mlkit.vision.demo.java.posedetector.classification.PoseClassifier,"PoseClassifier/4[java.util.List<com.google.mlkit.vision.demo.java.posedetector.classification.PoseSample>,int,int,com.google.mlkit.vision.demo.java.posedetector.classification.PointF3D]",axesWeights,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\PoseClassifier.java,com.google.mlkit.vision.demo.java.posedetector.classification.PoseClassifier,classify/1[com.google.mlkit.vision.demo.java.posedetector.classification.Pose],pose,1
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,setTriggerRecognitionAfterInput/1[boolean],shouldTrigger,1
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,addNewTouchEvent/1[com.google.mlkit.samples.vision.digitalink.MotionEvent],t,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,addNewTouchEvent/1[com.google.mlkit.samples.vision.digitalink.MotionEvent],x,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,addNewTouchEvent/1[com.google.mlkit.samples.vision.digitalink.MotionEvent],action,1
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,addNewTouchEvent/1[com.google.mlkit.samples.vision.digitalink.MotionEvent],y,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,addNewTouchEvent/1[com.google.mlkit.samples.vision.digitalink.MotionEvent],event,3
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,setContentChangedListener/1[com.google.mlkit.samples.vision.digitalink.StrokeManager.ContentChangedListener],contentChangedListener,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,download/0,unused,0
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,download/0,status,1
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,setDownloadedModelsChangedListener/1[com.google.mlkit.samples.vision.digitalink.StrokeManager.DownloadedModelsChangedListener],downloadedModelsChangedListener,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,refreshDownloadedModelsStatus/0,downloadedLanguageTags,1
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,recognize/0,result,1
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,deleteActiveModel/0,unused,0
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,deleteActiveModel/0,status,1
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,setClearCurrentInkAfterRecognition/1[boolean],shouldClear,1
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,setActiveModel/1[java.lang.String],languageTag,1
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,setStatusChangedListener/1[com.google.mlkit.samples.vision.digitalink.StrokeManager.StatusChangedListener],statusChangedListener,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\digitalink\app\src\main\java\com\google\mlkit\samples\vision\digitalink\StrokeManager.java,com.google.mlkit.samples.vision.digitalink.StrokeManager,setStatus/1[java.lang.String],newStatus,1
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.automl.demo.InferenceInfoGraphic,"InferenceInfoGraphic/3[com.google.mlkit.vision.automl.demo.GraphicOverlay,double,java.lang.Integer]",overlay,3
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.automl.demo.InferenceInfoGraphic,"InferenceInfoGraphic/3[com.google.mlkit.vision.automl.demo.GraphicOverlay,double,java.lang.Integer]",latency,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.automl.demo.InferenceInfoGraphic,"InferenceInfoGraphic/3[com.google.mlkit.vision.automl.demo.GraphicOverlay,double,java.lang.Integer]",framesPerSecond,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.automl.demo.InferenceInfoGraphic,draw/1[com.google.mlkit.vision.automl.demo.Canvas],canvas,3
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.automl.demo.InferenceInfoGraphic,draw/1[com.google.mlkit.vision.automl.demo.Canvas],x,3
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.automl.demo.InferenceInfoGraphic,draw/1[com.google.mlkit.vision.automl.demo.Canvas],y,3
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.demo.InferenceInfoGraphic,InferenceInfoGraphic/1[com.google.mlkit.vision.demo.GraphicOverlay],overlay,1
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.demo.InferenceInfoGraphic,"InferenceInfoGraphic/4[com.google.mlkit.vision.demo.GraphicOverlay,long,long,java.lang.Integer]",overlay,3
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.demo.InferenceInfoGraphic,"InferenceInfoGraphic/4[com.google.mlkit.vision.demo.GraphicOverlay,long,long,java.lang.Integer]",framesPerSecond,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.demo.InferenceInfoGraphic,"InferenceInfoGraphic/4[com.google.mlkit.vision.demo.GraphicOverlay,long,long,java.lang.Integer]",frameLatency,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.demo.InferenceInfoGraphic,"InferenceInfoGraphic/4[com.google.mlkit.vision.demo.GraphicOverlay,long,long,java.lang.Integer]",detectorLatency,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.demo.InferenceInfoGraphic,draw/1[com.google.mlkit.vision.demo.Canvas],canvas,4
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.demo.InferenceInfoGraphic,draw/1[com.google.mlkit.vision.demo.Canvas],x,4
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\InferenceInfoGraphic.java,com.google.mlkit.vision.demo.InferenceInfoGraphic,draw/1[com.google.mlkit.vision.demo.Canvas],y,4
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\translate\app\src\main\java\com\google\mlkit\samples\nl\translate\java\TranslateViewModel.java,com.google.mlkit.samples.nl.translate.java.TranslateViewModel$Language,Language/1[java.lang.String],code,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\translate\app\src\main\java\com\google\mlkit\samples\nl\translate\java\TranslateViewModel.java,com.google.mlkit.samples.nl.translate.java.TranslateViewModel$Language,equals/1[java.lang.Object],otherLang,1
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\translate\app\src\main\java\com\google\mlkit\samples\nl\translate\java\TranslateViewModel.java,com.google.mlkit.samples.nl.translate.java.TranslateViewModel$Language,equals/1[java.lang.Object],o,3
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\translate\app\src\main\java\com\google\mlkit\samples\nl\translate\java\TranslateViewModel.java,com.google.mlkit.samples.nl.translate.java.TranslateViewModel$Language,compareTo/1[com.google.mlkit.samples.nl.translate.java.TranslateViewModel.Language],o,1
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\EMASmoothing.java,com.google.mlkit.vision.demo.java.posedetector.classification.EMASmoothing,"EMASmoothing/2[int,float]",windowSize,3
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\EMASmoothing.java,com.google.mlkit.vision.demo.java.posedetector.classification.EMASmoothing,"EMASmoothing/2[int,float]",alpha,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\EMASmoothing.java,com.google.mlkit.vision.demo.java.posedetector.classification.EMASmoothing,getSmoothedResult/1[com.google.mlkit.vision.demo.java.posedetector.classification.ClassificationResult],classificationResult,1
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\EMASmoothing.java,com.google.mlkit.vision.demo.java.posedetector.classification.EMASmoothing,getSmoothedResult/1[com.google.mlkit.vision.demo.java.posedetector.classification.ClassificationResult],result,3
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\EMASmoothing.java,com.google.mlkit.vision.demo.java.posedetector.classification.EMASmoothing,getSmoothedResult/1[com.google.mlkit.vision.demo.java.posedetector.classification.ClassificationResult],smoothedResult,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\EMASmoothing.java,com.google.mlkit.vision.demo.java.posedetector.classification.EMASmoothing,getSmoothedResult/1[com.google.mlkit.vision.demo.java.posedetector.classification.ClassificationResult],topSum,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\EMASmoothing.java,com.google.mlkit.vision.demo.java.posedetector.classification.EMASmoothing,getSmoothedResult/1[com.google.mlkit.vision.demo.java.posedetector.classification.ClassificationResult],bottomSum,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\EMASmoothing.java,com.google.mlkit.vision.demo.java.posedetector.classification.EMASmoothing,getSmoothedResult/1[com.google.mlkit.vision.demo.java.posedetector.classification.ClassificationResult],className,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\EMASmoothing.java,com.google.mlkit.vision.demo.java.posedetector.classification.EMASmoothing,getSmoothedResult/1[com.google.mlkit.vision.demo.java.posedetector.classification.ClassificationResult],factor,4
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\EMASmoothing.java,com.google.mlkit.vision.demo.java.posedetector.classification.EMASmoothing,getSmoothedResult/1[com.google.mlkit.vision.demo.java.posedetector.classification.ClassificationResult],value,1
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\EMASmoothing.java,com.google.mlkit.vision.demo.java.posedetector.classification.EMASmoothing,getSmoothedResult/1[com.google.mlkit.vision.demo.java.posedetector.classification.ClassificationResult],nowMs,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\vision-quickstart\app\src\main\java\com\google\mlkit\vision\demo\java\posedetector\classification\EMASmoothing.java,com.google.mlkit.vision.demo.java.posedetector.classification.EMASmoothing,getSmoothedResult/1[com.google.mlkit.vision.demo.java.posedetector.classification.ClassificationResult],allClasses,2
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,createCamera/0,sizePair,5
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,createCamera/0,requestedCameraId,4
C:\Users\Acer\Desktop\GroupAssignment2-OOD\Cloned\mlkit\android\automl\app\src\main\java\com\google\mlkit\vision\automl\demo\CameraSource.java,com.google.mlkit.vision.automl.demo.CameraSource,createCamera/0,pictureSize,4
